user_id,proba
user_39707,1.616654e-05
user_14253,9.220365e-06
user_51111,1.0221628e-05
user_1978,1.0802735e-05
user_40014,9.873379e-06
user_13694,2.2569468e-06
user_50861,1.737482e-05
user_20838,0.0014119846
user_11236,0.001042984
user_9606,0.00062822993
user_33201,8.288028e-06
user_38577,7.521818e-06
user_16420,3.7420384e-06
user_44423,1.4124031e-05
user_29181,1.3842968e-05
user_41470,2.4108479e-06
user_16259,1.2714283e-05
user_26451,0.002894753
user_47044,2.3546892e-05
user_9274,3.0758376e-05
user_33858,0.0007163327
user_48499,0.0043402156
user_4602,9.220365e-06
user_42479,5.2865666e-06
user_26582,0.0028124016
user_6769,9.6198155e-06
user_35641,7.0858423e-06
user_38574,0.017688364
user_33198,3.289927e-05
user_48176,0.00062822993
user_35931,3.0758376e-05
user_51677,0.00094355945
user_51160,1.0364391e-05
user_50994,2.2476013e-06
user_54710,3.289927e-05
user_56804,5.8370006e-07
user_33760,1.9011924e-05
user_37413,1.0468775e-05
user_55349,2.7406772e-05
user_13599,4.4623757e-05
user_9926,0.00014419509
user_4271,0.006533716
user_48928,1.8921418e-06
user_27721,7.521818e-06
user_3790,8.982956e-06
user_37293,1.3373968e-05
user_22399,1.3852713e-05
user_23484,3.289927e-05
user_11567,0.002212222
user_31574,8.095559e-05
user_805,6.0954185e-06
user_35053,0.015197346
user_9113,1.4502399e-05
user_7484,6.144186e-06
user_996,2.4108479e-06
user_18876,8.628059e-06
user_23250,0.001069301
user_2594,1.2847601e-05
user_44927,6.785014e-06
user_20997,2.3220959e-05
user_44796,4.2328957e-05
user_43828,1.4035385e-05
user_5527,0.00021269277
user_23198,1.0771828e-06
user_1256,4.8551658e-05
user_48006,6.9228295e-06
user_53495,2.8332688e-05
user_50621,9.220365e-06
user_28631,1.7015498e-05
user_49619,1.1235312e-05
user_47166,8.168379e-06
user_43865,0.0032563275
user_14368,0.00015384922
user_20825,9.96527e-06
user_20157,2.707728e-06
user_26470,3.3539654e-06
user_20889,1.5708833e-05
user_53344,1.8787337e-06
user_9501,2.254783e-05
user_54719,9.220365e-06
user_43429,0.03757289
user_9433,1.3852713e-05
user_37813,1.7295402e-05
user_26523,0.001250119
user_57330,6.429275e-05
user_3578,4.7979393e-06
user_24451,0.007216699
user_36339,0.0027722467
user_57398,1.2044275e-05
user_7820,9.7871234e-05
user_23976,2.1165884e-05
user_3084,1.7609962e-05
user_24422,2.236935e-06
user_15627,9.220365e-06
user_922,9.220365e-06
user_51495,9.220365e-06
user_1354,0.0029485477
user_56260,7.511314e-05
user_40375,0.0051016235
user_54050,1.2044275e-05
user_2939,3.289927e-05
user_3549,9.133923e-06
user_36960,7.0858423e-06
user_20411,2.3546892e-05
user_55231,0.002887871
user_1713,8.288028e-06
user_25429,0.0012381857
user_13082,0.00062822993
user_30327,2.4328181e-05
user_13682,0.0018897778
user_32397,1.8787337e-06
user_56764,4.5459125e-05
user_48166,2.9597243e-06
user_32047,1.0710208e-05
user_10530,0.005169538
user_41173,3.0758376e-05
user_915,1.1831828e-05
user_45595,0.00062822993
user_56988,4.4161643e-05
user_29331,4.7979393e-06
user_34256,0.00019044946
user_43817,2.0068671e-06
user_57217,3.418753e-06
user_16238,3.0758376e-05
user_30120,4.5364604e-06
user_4580,1.7124609e-06
user_19798,2.2676591e-05
user_9965,0.0001934364
user_44255,0.0007897847
user_43884,1.2044275e-05
user_3581,0.0010463265
user_55881,1.0923227e-05
user_16492,2.1859041e-05
user_30968,0.00096530374
user_37241,3.952452e-05
user_50107,1.38970545e-05
user_31473,0.0001360078
user_51221,0.0010200789
user_19630,4.1856138e-06
user_48608,0.0017172504
user_16375,2.131883e-05
user_14951,0.002212222
user_55094,9.220365e-06
user_57341,0.00015384922
user_1738,8.796813e-06
user_47336,0.0069398507
user_34536,1.0101744e-05
user_44456,0.0027722467
user_1913,7.2151066e-05
user_24335,1.7319995e-05
user_5218,3.7303337e-06
user_56562,0.001065088
user_4419,6.0472947e-05
user_1909,0.0010221184
user_37048,4.628762e-06
user_40201,9.220365e-06
user_29697,0.00060472207
user_22413,0.0011051901
user_13360,1.1280135e-05
user_41160,3.0017269e-05
user_39250,8.7295875e-06
user_21832,6.2674067e-06
user_8456,1.7934024e-05
user_20898,6.785014e-06
user_13720,1.8187026e-06
user_14915,0.0018436374
user_35042,9.220365e-06
user_31573,0.0011205481
user_2731,0.0012344244
user_51851,0.050101638
user_793,0.00025425988
user_12755,1.2044275e-05
user_45986,3.289927e-05
user_2665,1.2044275e-05
user_47523,0.001042984
user_12271,2.3914363e-05
user_42490,9.092754e-06
user_50298,2.8332688e-05
user_50231,2.0282772e-05
user_10218,6.1478466e-05
user_43178,0.00011158847
user_14283,0.0010463265
user_33207,0.004758469
user_12213,0.00014677685
user_27814,1.1956691e-05
user_39395,3.259227e-05
user_6075,1.15214525e-05
user_5864,1.1058173e-05
user_30663,2.2318665e-05
user_37677,1.2861859e-05
user_39983,9.220365e-06
user_19409,1.1870367e-05
user_32564,1.4499578e-05
user_25584,9.220365e-06
user_42584,0.0021280807
user_33740,1.0923227e-05
user_43627,3.0758376e-05
user_27352,3.4666966e-05
user_54608,9.256002e-06
user_51295,3.0708314e-05
user_38741,2.1972612e-05
user_56583,1.7124609e-06
user_23881,7.5697512e-06
user_13156,4.542498e-05
user_23309,3.6729136e-06
user_34900,1.0804384e-05
user_5187,2.3680159e-05
user_19376,1.2044275e-05
user_27682,5.872445e-05
user_3458,2.6014452e-06
user_417,0.0011205481
user_42821,0.0012088699
user_46248,0.0003762069
user_50883,0.002212222
user_11457,9.220365e-06
user_35204,2.7992197e-05
user_23497,0.001089003
user_41206,1.0221628e-05
user_43638,3.0758376e-05
user_37329,1.8095307e-05
user_1437,0.0019292212
user_2531,0.00060472207
user_36490,0.0005156713
user_31427,1.3334654e-05
user_5955,4.542498e-05
user_31875,1.3721723e-06
user_55787,0.00062822993
user_36325,3.3981935e-06
user_15794,0.014874768
user_35057,6.992386e-06
user_8912,8.628059e-06
user_12553,5.5138153e-05
user_8130,0.0005424067
user_35126,2.8705022e-06
user_32161,1.2847601e-05
user_33411,1.4065118e-05
user_21142,0.0018436374
user_34318,1.12161915e-05
user_3224,4.4554534e-05
user_3885,0.003654014
user_27122,0.040004708
user_34660,1.1444358e-05
user_36297,3.6760325e-06
user_17863,7.833862e-05
user_35450,8.603925e-06
user_29224,5.8370006e-07
user_1565,1.1270565e-05
user_19269,0.002212222
user_32450,0.0011248812
user_24409,8.1332684e-07
user_19149,4.7868743e-06
user_21979,0.00055694423
user_43833,9.220365e-06
user_43465,2.4329434e-05
user_46657,1.3292463e-05
user_53235,2.4675608e-05
user_49067,2.80052e-06
user_1847,1.0221628e-05
user_50822,0.0043402156
user_43453,3.950205e-06
user_22647,0.00046369652
user_7091,8.065713e-06
user_12063,9.220365e-06
user_34810,4.542498e-05
user_44192,5.0332434e-05
user_2800,4.9054975e-06
user_21805,0.00062822993
user_7283,0.001042984
user_7858,0.00012807071
user_12367,0.0010835103
user_41932,0.0043402156
user_50742,0.00026729875
user_41963,0.00025425988
user_7949,0.00062822993
user_37870,5.303486e-05
user_18990,4.5669717e-06
user_25567,0.00062822993
user_37975,4.7979393e-06
user_8659,0.0037452928
user_31948,3.4001903e-06
user_3299,2.3546892e-05
user_2515,6.638594e-05
user_32141,1.2044275e-05
user_42261,2.9481798e-06
user_23365,2.3546892e-05
user_40845,1.2044275e-05
user_44194,0.00045155204
user_20575,1.0221628e-05
user_15245,4.303908e-06
user_18166,4.441562e-06
user_941,0.0008751587
user_30456,2.1545928e-05
user_12239,6.2844283e-06
user_45242,9.220365e-06
user_20459,1.2044275e-05
user_30340,3.0708314e-05
user_8354,1.1507748e-05
user_619,2.1532653e-06
user_31185,1.7847844e-05
user_35540,6.820001e-06
user_47015,9.220365e-06
user_18057,7.843344e-06
user_55220,5.747385e-05
user_3404,8.042516e-06
user_44659,3.342725e-05
user_40328,0.00062822993
user_5782,2.4108479e-06
user_8496,1.4872277e-06
user_36901,9.28617e-06
user_48892,3.6760325e-06
user_52851,1.4676328e-05
user_31647,1.9618856e-05
user_12559,4.5186185e-05
user_42115,2.8646718e-06
user_51748,3.4774876e-05
user_3628,2.2226715e-05
user_43198,6.785014e-06
user_1383,3.0758376e-05
user_10828,1.2044275e-05
user_22571,0.0004470153
user_24737,0.0003107373
user_44042,0.00011673742
user_27928,0.00022203072
user_56365,1.2044275e-05
user_37297,6.789766e-06
user_30039,0.0011197121
user_20735,2.1548167e-05
user_17394,5.478751e-05
user_41893,3.688832e-05
user_36571,4.634221e-06
user_45260,2.7770315e-05
user_31752,2.2657846e-06
user_11026,1.3721723e-06
user_23625,0.0035655384
user_49316,3.3452445e-05
user_51325,0.0043402156
user_44023,7.292769e-06
user_9777,4.303908e-06
user_22534,1.1848245e-05
user_4385,9.263563e-05
user_35242,1.8153227e-05
user_49025,3.0758376e-05
user_3350,7.666436e-05
user_44944,1.7124609e-06
user_25001,9.115745e-06
user_44265,2.611866e-05
user_43601,8.802788e-06
user_20043,2.3546892e-05
user_2881,0.00015818563
user_11658,4.4623757e-05
user_48213,0.005032032
user_34096,9.220365e-06
user_25008,1.4796145e-05
user_9747,5.532571e-05
user_43873,1.0221628e-05
user_20836,1.8787337e-06
user_28722,7.1340996e-06
user_588,3.0758376e-05
user_17953,0.0008200693
user_44330,0.00039094998
user_42606,5.8859172e-05
user_36540,1.6484084e-06
user_26192,1.2044275e-05
user_57275,3.7009817e-05
user_47258,4.2636202e-05
user_19121,0.00019449464
user_26661,2.6422067e-05
user_36993,9.383542e-06
user_376,1.4373812e-05
user_10646,1.1390049e-05
user_19870,0.00062822993
user_20566,1.1169855e-05
user_1254,0.001042984
user_24508,0.004420835
user_19044,2.5322586e-06
user_14104,1.38281775e-05
user_34903,0.00062822993
user_10024,0.006806764
user_36620,4.124267e-05
user_25110,6.7343e-06
user_42357,9.220365e-06
user_35418,5.5671467e-06
user_54540,0.00062822993
user_929,1.786626e-06
user_15846,2.707728e-06
user_23954,0.0009790773
user_6888,6.0924784e-05
user_24106,3.502305e-05
user_16318,0.0012722804
user_41696,2.3546892e-05
user_33917,6.386719e-05
user_53607,0.0001131626
user_47859,7.843344e-06
user_40378,1.7327544e-05
user_10484,7.0068e-05
user_50768,1.3368422e-05
user_45894,0.0047270567
user_5804,9.220365e-06
user_9865,2.6543468e-05
user_8844,5.8122136e-05
user_26570,1.0795217e-05
user_489,6.3752655e-06
user_19781,1.3076417e-05
user_49318,0.0046759997
user_28772,5.6585386e-06
user_30056,2.2326925e-05
user_46548,0.0018436374
user_23699,0.0010835103
user_46206,0.0002746497
user_39254,9.220365e-06
user_35169,0.015036745
user_19474,1.9427198e-06
user_39592,1.2044275e-05
user_13590,1.9376375e-05
user_51247,0.022412451
user_10049,1.7015498e-05
user_13736,1.8063496e-05
user_33518,0.00010922262
user_41026,0.00062822993
user_33775,1.8307435e-05
user_47163,0.00011673742
user_14210,1.1831828e-05
user_33133,0.00013690614
user_16808,3.5316552e-05
user_32586,3.5528794e-06
user_8364,8.261899e-06
user_20471,1.2044275e-05
user_41042,2.3546892e-05
user_38328,9.7271855e-05
user_44799,8.300747e-06
user_2027,0.00022096401
user_8095,6.053345e-06
user_38140,4.5219213e-06
user_762,2.3173176e-05
user_15941,1.0221628e-05
user_15713,0.00062822993
user_33876,1.7022443e-05
user_9160,4.7217977e-06
user_50676,9.6198155e-06
user_24288,2.8692555e-05
user_32915,0.0027047652
user_54541,1.2044275e-05
user_31175,1.9452806e-05
user_31145,3.005112e-06
user_39660,1.3371277e-05
user_25759,0.0001667262
user_37166,0.00062822993
user_50865,2.0731462e-05
user_14535,9.28617e-06
user_19902,0.00011301281
user_37162,0.0043075117
user_44751,9.784245e-07
user_48899,9.092754e-06
user_37090,3.9265335e-05
user_35604,8.288028e-06
user_36987,2.5398784e-05
user_29883,1.8787337e-06
user_24620,7.578694e-06
user_36288,2.9339952e-05
user_50904,1.5664611e-05
user_34188,4.878292e-05
user_48324,9.908298e-05
user_14123,2.6696422e-05
user_4356,2.3546892e-05
user_31760,5.8710502e-06
user_51951,2.5825233e-05
user_7670,0.00016274105
user_38007,0.0061466647
user_48283,7.5291096e-06
user_18573,0.0035223656
user_1550,5.8138045e-05
user_12636,0.00012807071
user_14676,1.4124031e-05
user_28075,0.00011065031
user_13911,1.1270565e-05
user_22498,9.092754e-06
user_8101,8.628059e-06
user_57139,0.002212222
user_47255,1.1831828e-05
user_35501,1.809579e-05
user_16919,6.0472947e-05
user_20168,9.220365e-06
user_41767,0.00010683509
user_5794,1.8787337e-06
user_53250,0.000842884
user_43474,2.6471804e-05
user_46622,4.7868743e-06
user_13362,0.0031667466
user_184,0.00096605264
user_18599,3.150041e-05
user_19507,3.9883915e-05
user_49241,8.535025e-05
user_20479,1.3909996e-05
user_56436,3.7522875e-06
user_49700,0.00020054626
user_42105,9.038977e-07
user_10600,0.00023124923
user_14394,1.9608233e-05
user_26667,0.002212222
user_46445,0.05575311
user_50083,0.00062822993
user_24510,1.977582e-05
user_17866,3.7420384e-06
user_6314,4.4255317e-05
user_27708,1.7358721e-05
user_52173,3.1492154e-06
user_6952,5.7127277e-06
user_4228,1.5240826e-06
user_1149,0.52882856
user_38059,2.2569468e-06
user_7635,0.00011912839
user_33335,3.5376623e-05
user_49104,2.3546892e-05
user_32942,3.6880067e-06
user_43274,0.00018598408
user_9214,7.0858423e-06
user_39205,0.00062822993
user_38610,1.1919133e-05
user_3562,2.3208302e-06
user_38001,0.002212222
user_22891,8.683439e-06
user_29918,0.00062822993
user_13716,0.00011277329
user_12089,1.1831828e-05
user_35988,3.0758376e-05
user_37435,4.2328957e-05
user_40099,1.10037445e-05
user_25435,0.002075403
user_12365,0.00062822993
user_52558,9.220365e-06
user_34736,9.947321e-05
user_52001,0.00070069404
user_43032,4.2361626e-05
user_28872,0.0014529243
user_1769,5.3204104e-07
user_12413,3.467084e-06
user_9136,4.2974974e-05
user_35250,3.614138e-05
user_20540,0.00017191675
user_31404,0.0010835103
user_21682,9.2714276e-05
user_2003,3.0758376e-05
user_51754,7.875837e-06
user_2686,9.220365e-06
user_15438,2.3914363e-05
user_23187,2.3339658e-06
user_40096,1.2038257e-05
user_8764,0.00062822993
user_30505,3.530668e-06
user_29329,3.0357253e-06
user_21417,7.303926e-06
user_22199,9.096732e-05
user_9123,3.6275287e-05
user_41200,9.220365e-06
user_38145,1.7466458e-05
user_52854,3.504995e-05
user_17431,0.00016102583
user_6002,9.80461e-05
user_32928,1.1390049e-05
user_38995,0.003636301
user_24575,0.00016916524
user_35139,0.00013288332
user_51825,6.595446e-05
user_41784,0.001246118
user_31532,1.324035e-05
user_34797,2.5825233e-05
user_9469,3.7288126e-05
user_18539,8.000861e-06
user_7788,1.3721723e-06
user_43868,0.00034564905
user_9969,4.3453423e-05
user_35945,3.3452445e-05
user_27267,1.2427676e-05
user_31696,0.0023653305
user_14296,9.220365e-06
user_30788,0.002212222
user_7762,0.0027795078
user_20972,6.7343e-06
user_29144,1.2044275e-05
user_56611,1.2044275e-05
user_39456,0.00022863394
user_699,0.00062822993
user_49500,0.00012327614
user_36470,3.467084e-06
user_49761,0.0035684502
user_34776,1.9938658e-05
user_23701,1.2044275e-05
user_53499,4.7979393e-06
user_51600,0.00037589466
user_46915,4.7217977e-06
user_12506,1.2714283e-05
user_55893,6.9978228e-06
user_32499,4.542498e-05
user_38086,0.0010835103
user_15032,0.00062822993
user_56505,0.0006244527
user_47728,0.00029533307
user_12221,1.5232735e-05
user_28609,9.80461e-05
user_53652,4.8589776e-05
user_49399,3.6880067e-06
user_54100,5.5112763e-05
user_19608,9.220365e-06
user_28813,3.6707424e-05
user_25558,1.9852252e-05
user_29703,5.1007944e-05
user_54316,3.393737e-06
user_38189,0.0026472518
user_3630,1.3864477e-05
user_37801,0.00829283
user_10011,1.2940337e-06
user_27826,1.0221628e-05
user_14877,9.220365e-06
user_22845,4.4623757e-05
user_2332,2.4108479e-06
user_22479,1.4124031e-05
user_31508,1.0221628e-05
user_40160,1.6733993e-05
user_56052,3.5743922e-06
user_12684,1.0221628e-05
user_12473,3.950205e-06
user_2128,3.078596e-05
user_56746,0.0010713261
user_39895,0.0007897847
user_23240,0.00017892182
user_212,8.628059e-06
user_38551,9.669212e-07
user_31044,0.00012752524
user_27770,2.3546892e-05
user_51000,4.7979393e-06
user_2085,3.280985e-05
user_3768,1.649429e-05
user_27415,1.0923227e-05
user_17674,8.6761436e-05
user_12219,0.0014339274
user_4256,4.1328362e-06
user_20034,1.48691215e-05
user_17509,5.7581266e-05
user_55887,3.0758376e-05
user_54720,0.002212222
user_32880,4.3246313e-05
user_36607,9.24847e-05
user_1983,3.0758376e-05
user_35635,0.012657803
user_13422,1.7015498e-05
user_43303,3.9982024e-06
user_54086,1.2714283e-05
user_50286,1.8307435e-05
user_55086,6.9498907e-07
user_17808,3.0743005e-05
user_10281,0.002212222
user_40769,1.8787337e-06
user_47116,1.2044275e-05
user_35486,2.9481798e-06
user_2014,0.00062822993
user_17977,6.0142506e-06
user_53476,0.00011013409
user_18187,0.0002654357
user_5675,0.00022747411
user_28024,0.002779981
user_54312,1.4124031e-05
user_45741,4.2945107e-06
user_57378,3.0962325e-05
user_35878,4.542498e-05
user_4241,4.2782747e-05
user_32617,2.3546892e-05
user_37825,0.00663347
user_25093,3.289927e-05
user_10289,0.0028124016
user_14009,0.0033599762
user_6758,9.220365e-06
user_6671,2.8646718e-06
user_52182,8.998713e-05
user_54938,0.00048851885
user_44433,0.0008296789
user_54069,0.000112367095
user_4205,8.085275e-05
user_23363,0.0006639061
user_20741,6.7343e-06
user_51306,0.0023653305
user_34400,3.0758376e-05
user_45447,0.0052837194
user_41534,1.4022795e-05
user_53562,2.3546892e-05
user_36530,0.00062822993
user_30324,0.00062822993
user_41835,0.0018436374
user_51985,0.00022096401
user_56632,9.220365e-06
user_42665,5.467404e-06
user_1366,9.4413945e-06
user_51197,1.6337924e-06
user_35625,6.0472947e-05
user_46740,0.00062822993
user_40307,9.85792e-06
user_10062,0.18414953
user_21703,0.00035873626
user_7819,7.0907816e-05
user_56871,6.8840845e-06
user_56333,1.3930479e-05
user_3358,3.0758376e-05
user_56367,1.3292463e-05
user_49680,0.0022981283
user_3095,9.220365e-06
user_28708,8.641646e-06
user_5895,1.7015498e-05
user_1611,0.0010463265
user_16581,3.1198015e-05
user_13123,5.6551027e-05
user_38116,3.138802e-05
user_26620,2.4541316e-06
user_48033,1.1831828e-05
user_2836,0.0008296789
user_49816,1.9324852e-05
